# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 894K of event 'cycles'
# Event count (approx.): 94501789192307
#
# Children      Self  Command          Shared Object         Symbol                                        
# ........  ........  ...............  ....................  ..............................................
#
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]      [k] xas_start
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] del_timer_sync
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]      [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]      [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]      [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]      [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]      [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]      [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]      [k] do_shrink_slab
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]      [k] __free_one_page
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] page_counter_cancel
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]      [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]      [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] touch_atime
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]      [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]      [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] unlock_page
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] unlock_page
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]      [k] alloc_pages
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] update_process_times
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]      [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]      [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]      [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]      [k] atime_needs_update
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] security_file_permission
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]      [k] __cond_resched
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] set_next_entity
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]      [k] update_process_times
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] xas_start
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]      [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]      [k] update_process_times
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]      [k] set_next_entity
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] unlock_page
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]      [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]      [k] update_process_times
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] alloc_pages
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]      [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]      [k] unlock_page
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] atime_needs_update
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]      [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]      [k] touch_atime
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]      [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]      [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]      [k] update_process_times
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]      [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]      [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]      [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]      [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]      [k] xa_load
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] __read_end_io
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]      [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] atime_needs_update
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] __read_end_io
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]      [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]      [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]      [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]      [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]      [k] release_pages
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]      [k] __switch_to_asm
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]      [k] xas_start
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] touch_atime
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]      [k] __switch_to_asm
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]      [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]      [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]      [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] psi_task_change
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] set_next_entity
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] __update_load_avg_se
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] atime_needs_update
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]      [k] set_next_entity
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]      [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] xas_start
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]      [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] xas_start
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] xas_start
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]      [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]      [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]      [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]      [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]      [k] unlock_page
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]      [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]      [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]      [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]      [k] kfree
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]      [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]      [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]      [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]      [k] io_clean_op
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]      [k] touch_atime
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]      [k] __read_end_io
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]      [k] security_file_permission
